honoree_name,amount
Representative Bryan Steil,1000.0
Rep. Davis,1000.0
Representative Carolyn B. Maloney,1000.0
Representative Claudia Tenney,1000.0
Representative Dan Newhouse,1000.0
Rep. David Schweikert (R-AZ),1000.0
Representative Daniel Kildee,1000.0
Rep. Douglas L. LaMalfa (R),1000.0
"Representative Frank Pallone, Jr",1000.0
Rep. Tony Cardenas (D),1000.0
Rep. James R. Baird (R),1000.0
Rep. Mark Amodei,1000.0
Rep. Randy Feenstra (R-IA),1000.0
Rep. Randy Weber,1000.0
Rep. Richard Lane Hudson Jr.,1000.0
Rep. Marc A. Veasey,1000.0
Rep. Mann,1000.0
Rep. Richard W. Allen,1000.0
Rep. Richard W. Allen (R),1000.0
Rep. Rick Allen,1000.0
Rep. Rick Larsen (D-WA),1000.0
Rep. Mark Eugene Amodei,1000.0
Rep. Rick Larsen(D-WA),1000.0
Rep. Lori Loureiro Trahan,1000.0
Rep. Ritchie J. Torres,1000.0
Rep. Lois Frankel (D-FL-21),1000.0
Rep. Ritchie Neal,1000.0
Rep. Rob Wittman (R-VA),1000.0
Rep. Lloyd K. Smucker,1000.0
Rep. Rob Wittman (VA-1),1000.0
Rep. Lloyd Doggett II,1000.0
"Rep. Lloyd Alton Doggett, II (D)",1000.0
Rep. Liz Cheney (R-WY),1000.0
Rep. Lori Trahan (D-3rd MA),1000.0
Rep. Pocan,1000.0
Rep. Mark Green,1000.0
Rep. Mark Pocan (D),1000.0
Rep. Morgan Griffith,1000.0
Rep. Mike Turner,1000.0
Rep. Nanette Diaz Barragan,1000.0
Rep. Mike Kelly (R-PA-16th),1000.0
Rep. Mike Garcia,1000.0
Rep. Nikema Williams,1000.0
Rep. O'Halleran,1000.0
Rep. Mike Bost (R-IL-12),1000.0
Rep. Pat Fallon,1000.0
Rep. Michelle Steele,1000.0
Rep. Michelle Steel (R-CA),1000.0
Rep. Michelle Park Steel,1000.0
Rep. Michelle L. Fischbach (R),1000.0
Rep. Pete Stauber for Congress,1000.0
Rep. Peter James Meijer,1000.0
Rep. Peter Ray Aguilar (D),1000.0
Rep. Michael McCaul,1000.0
Rep. Peter Welch (D-VT-At-Large),1000.0
Rep. Michael G. Waltz (R),1000.0
Rep. Michael F. Doyle,1000.0
Rep. Michael C. Thompson,1000.0
Rep. Peter Welch (VT-AL),1000.0
Rep. Mark Wayne Mullin,1000.0
Rep. Liz Cheney,1000.0
"Rep. Tom Rice, Jr.",1000.0
Rep. Lisa Iovannisci McClain,1000.0
Rep. Robin Kelly (IL-02),1000.0
Rep. Juan Carlos Vargas (D),1000.0
Rep. Steve Womack (R-3rd AR),1000.0
Rep. Josh Harder,1000.0
Rep. Josh Gottheimer (D-5th NJ),1000.0
Rep. Suzanne Bonamici,1000.0
Rep. John Raymond Garamendi (D),1000.0
Rep. Suzanne Lee,1000.0
Rep. John Moolenaar (R),1000.0
Rep. Suzanne M. Bonamici,1000.0
Rep. Ted W. Lieu,1000.0
Rep. Spanberger,1000.0
Rep. Ted W. Lieu (D),1000.0
Rep. Jim Himes,1000.0
Rep. Jenniffer Gonzalez-Colon,1000.0
Rep. Teresa Leger Fernandez,1000.0
Rep. Terrycina Andres Sewell (D),1000.0
Rep. Jason Smith (R-8th MO),1000.0
Rep. Tim Ryan (D-OH-13),1000.0
Rep. Tom Earl Emmer Jr.,1000.0
Rep. Tom Rice (R-SC-7th),1000.0
Rep. Jamie Ben Raskin (D),1000.0
Rep. James R. Comer Jr.,1000.0
Rep. Jimmy Gomez (D),1000.0
Rep. Sheila Jackson-Lee,1000.0
Rep. Shay Hawkins,1000.0
Rep. Shay Hakins,1000.0
Rep. Robin Lynne Kelly,1000.0
Rep. Rodney Davis (R-13th IL),1000.0
Rep. Lauren A. Underwood (D),1000.0
Rep. Rodney Davis (R-IL-13),1000.0
Rep. Larry Bucshon (R-8th IN),1000.0
Rep. Lance Gooden (R-TX-05),1000.0
Rep. Kurt Schrader (D-OR),1000.0
Rep. Rodney L. Davis,1000.0
Rep. Kim Schrier (D),1000.0
Rep. Ron Estes (R-KS-4th),1000.0
Rep. Ronny Jackson,1000.0
Rep. Kevin McCarthy (R-CA),1000.0
Rep. Kevin Brady (R-TX-8th),1000.0
Rep. Kevin Brady (R),1000.0
Rep. Salazar (R-FL),1000.0
"Rep. Samuel Bruce Graves, Jr.",1000.0
Rep. Kevin Brady,1000.0
Rep. Kelly Armstrong (R-ND-At-Large),1000.0
Rep. Kathy Castor,1000.0
Rep. Kathryn Cammack,1000.0
Rep. Scott Franklin,1000.0
Rep. Katherine Clark (D-MA-05),1000.0
Rep. Katherine Clark (D-5th MA),1000.0
Rep. Robert Brown Aderholt,1000.0
Sen. Marco Rubio (R-FL),1000.0
Rep. Carlos Gimenez of Florida,1000.0
Representative Haley Stevens,1000.0
SEAN CASTEN,1000.0
SEN Bob Casey,1000.0
RONNY DOUGLAS STOLLINGS,1000.0
RON L. WYDEN,1000.0
RODNEY LEE DAVIS,1000.0
SEN Chris Van Hollen,1000.0
RICHARD D LINDSAY II,1000.0
REPRESENTATIVE BARRAGAN,1000.0
REP. SAMUEL GRAVES JR.,1000.0
REP. NANETTE BARRAGAN,1000.0
Ralph Norman,1000.0
REP. JOSEPH COURTNEY,1000.0
REP. GARRET GRAVES,1000.0
REP. ELAINE LURIA,1000.0
REP. BRAD SCHNEIDER,1000.0
REP Trent Kelly,1000.0
SEN Thom Tillis,1000.0
SENATOR BEN RAY LUJAN,1000.0
SENATOR CHRIS VAN HOLLEN,1000.0
SENATOR JOHN TESTER,1000.0
SENATOR RAPHAEL WARNOCK,1000.0
SHARICE DAVIDS,1000.0
REP. JARED HUFFMAN,1000.0
SCOTT PETERS,1000.0
SASSE PAC,1000.0
Rand Paul,1000.0
Rep Doug LaMalfa,1000.0
Rep Don Beyer Jr,1000.0
Rep David B McKinley,1000.0
Rep Dan Bishop,1000.0
Rep Chuck Fleischmann,1000.0
Rep Chris Jacobs,1000.0
Ron Johnson for Senate,1000.0
Rep Carlos Gimenez,1000.0
Ron Johnson for Senate Inc,1000.0
Rep Bob Latta,1000.0
Rep Bob Good,1000.0
Rep Bob Gibbs,1000.0
Rosa L. DeLauro,1000.0
Rep Ann Mclane Kuster,1000.0
"Rush, Bobby",1000.0
Regions Financial PAC,1000.0
Recipients of DSCC,1000.0
Rusty Roberts (R-FL),1000.0
Ryan Keith Zinke,1000.0
SARAH GODLEWSKI,1000.0
Randy Feesntra,1000.0
Rand Paul for US Senate,1000.0
Rand Paul Senate KY,1000.0
REP Ken Calvert,1000.0
Rep Elaine Luria,1000.0
REP Jim Banks,1000.0
SUSAN MARGARET COLLINS,1000.0
Sen Martin Heinrich,1000.0
Sen Michael Bennet,1000.0
PAC for America,1000.0
Sen Sheldon Whitehouse,1000.0
"Owens, Burgess",1000.0
"Omar, Ilhan",1000.0
Sen. Brian Emanuel Schatz,1000.0
Sen. Chris Van Hollen (D-MD),1000.0
"O'Connor, Daniel",1000.0
North Dakota Dem-NPL Governor's Dinner,1000.0
Pallone For Congress,1000.0
Sen. Debbi Stabenow,1000.0
Sen. Jack Francis Reed (D),1000.0
Sen. James E. Risch,1000.0
Rep. Mikie Sherrill (D-N.J.),1000.0
Niraj Antani,1000.0
Sen. John Henry Hoeven III,1000.0
Sen. John Hoeven (R-N.D.),1000.0
"Nickel, Wiley",1000.0
Sen. John Hoeven (R-ND),1000.0
Nick LaLota,1000.0
Sen. Jon Tester (D-MT),1000.0
Sen. Dick Durbin,1000.0
Pascrell For Congress,1000.0
Sen Kevin Cramer,1000.0
Pat McCrory,1000.0
REP Adam Smith,1000.0
RANDALL DUANE SWARTZMILLER,1000.0
Sara Jacobs,1000.0
"Sarah Godlewski, Candidate for U.S. Senate",1000.0
Savannah Area Republican Women,1000.0
Prairie PAC Sen. Dick Durbin,1000.0
Save America JFC,1000.0
"Schmidt, Patrick",1000.0
"Schneider, Brad",1000.0
"Plaskett, Stacey",1000.0
Planned Parenthood Action Fund,1000.0
Scott Perry,1000.0
Phil Green,1000.0
Peter Aguilar,1000.0
Pete Sessions (R-TX),1000.0
Scott Peters for San Diego,1000.0
Sen Bob Menendez,1000.0
Paul David Tonko,1000.0
Patty Murray for Senate,1000.0
Patrick Morrisey,1000.0
Sen J Merkley,1000.0
Sen Jacky Rosen,1000.0
Sen John Cornyn III,1000.0
"STEPHEN H BALDWIN, JR.",1000.0
"Representative Frank Pallone, Jr.",1000.0
Ron Estes for Congress,1000.0
Rep Greg Pence,1000.0
Rep. Anthony Garbarino,1000.0
Rep. Annie Kuster (D-NH-2),1000.0
Representative Michael Thompson,1000.0
Rep. Ann McLane Kuster (D),1000.0
Representative Morgan Griffith,1000.0
Representative Robin Kelly,1000.0
Representative Rosa DeLauro,1000.0
Representative Stephen F. Lynch,1000.0
Rep. Andy Biggs,1000.0
Rep. Andrew Reed Garbarino,1000.0
Representative Michael Bilirakis,1000.0
Rep. Andrew P. Harris (R),1000.0
Representative Suzan K. DelBene,1000.0
Representative Troy Carter,1000.0
Rep. Amerish B. Bera (D),1000.0
Rep. Alma Shealey Adams (D),1000.0
Rep. Alma Adams (NC-12),1000.0
Representative Victoria Spartz,1000.0
Rep. Al Lawson,1000.0
Rep. Adrian Smith (R-Nebraska),1000.0
Representative Young Kim,1000.0
Richard Burr,1000.0
Rep. Andrew Kim,1000.0
Representative Ken Calvert,1000.0
Rep. Barbara Lee,1000.0
Rep. Barry Moore (R),1000.0
Representative Hank Johnson,1000.0
Rep. Brian Steil,1000.0
Rep. Brian J. Mast,1000.0
"Representative Henry ""Hank"" Johnson",1000.0
Representative Henry Cuellar,1000.0
Representative James Comer,1000.0
Rep. Bradley James Sherman (D),1000.0
Representative James Himes,1000.0
Representative James Panetta,1000.0
Representative Jan Schakowsky,1000.0
Representative Jim Himes,1000.0
Rep. Bonnie Watson Coleman,1000.0
Rep. Blake David Moore,1000.0
Rep. Bill Posey,1000.0
Representative Joe Neguse,1000.0
Rep. Bill Pascrell,1000.0
Representative John B. Larson,1000.0
Representative Joshua Gottheimer,1000.0
Rep. Betty Louise McCollum,1000.0
Rep. Bennie Thompson (D-MS),1000.0
Rep. Bennie Thompson,1000.0
Rep. Ben Ray Lujan,1000.0
Representative Kay Granger,1000.0
Richard Raymond,1000.0
Roger Williams for Congress,1000.0
Rep. Abigail A. Spanberger,1000.0
Rep Yvette Herrell,1000.0
Robert K Weidner,1000.0
Rep Mike Garcia,1000.0
Rep Michael C Burgess,1000.0
Rep Mayra Flores,1000.0
Rep Matt Rosendale Sr,1000.0
Rep Mark Green,1000.0
Robert Latta,1000.0
Rep M Sherrill,1000.0
Rep Lois Frankel,1000.0
Rep Lizzie Fletcher,1000.0
Rep Mike Johnson,1000.0
"Roberts, Rusty",1000.0
Rodney David for Congress,1000.0
Rep Kevin McCarthy (R-CA),1000.0
Rep Judy Chu,1000.0
Rep John Larson,1000.0
Rep Joe Wilson,1000.0
Rep Joe Neguse,1000.0
Rodney For Congress,1000.0
Rep Jeff Duncan,1000.0
Rep Jake Ellzey,1000.0
Rep J Gottheimer,1000.0
Robin Kelly for Congress,1000.0
Rep Mikie Sherrill,1000.0
Rep Nicole Malliotakis,1000.0
Rep Paul D Tonko,1000.0
Rick Allen,1000.0
Rick Crawford,1000.0
Rick McCormick,1000.0
Rep V Gonzales,1000.0
Rep Troy Balderson (R-OH),1000.0
Rep Tony Gonzales,1000.0
Rep Tom Rice Jr,1000.0
Rep Tom Malinowski,1000.0
Rep Tim Burchett,1000.0
Rep Ted Lieu,1000.0
Risch for Senate,1000.0
Rep Stacey Elizabeth Plaskett (D),1000.0
Rep Seth Moulton,1000.0
Rep Scott Franklin,1000.0
Rep Scott Fitzgerald,1000.0
Rep Russ Fulcher,1000.0
Rep Ronny Jackson,1000.0
Robert Casey,1000.0
Robert Edward Latta,1000.0
Robert J. Menendez,1000.0
Rep Rick W Allen,1000.0
Rep Raul Ruiz,1000.0
Rep Peter Meijer,1000.0
Rep mike Simpson,1000.0
Rep. S. Graves,1000.0
Rep Mark Pocan,1000.0
DCCC National Security Dinner on April 26 2022,1000.0
Friends of Lynz Piper Loomis,1000.0
CONGRESSMAN VICENTE GONZALEZ,1000.0
Danny Tarkanian,1000.0
Friends of Schumer PAC,1000.0
CONGRESSMAN TOM MALINOWSKI,1000.0
CONGRESSMAN SETH MOULTON,1000.0
Congresswoman Debbie Lesko,1000.0
Friends to Elect Dr. Greg Murphy to Congress,1000.0
CONGRESSMAN RAUL GRIJALVA,1000.0
Full Page Ad,1000.0
CONGRESSMAN RAJA KRISHNAMOORTHI,1000.0
CONGRESSMAN PETE STAUBER,1000.0
Future Forum,1000.0
CONGRESSWOMAN CLAUDIA TENNEY,1000.0
Congresswoman Debbie Wasserman-Schultz,1000.0
CONGRESSMAN MIKE BOST,1000.0
GARY PETERS,1000.0
CONGRESSMAN JOSH HARDER,1000.0
CONGRESSMAN JOHN GARAMENDI,1000.0
CONGRESSMAN JOE MORELLE,1000.0
Danny O'Connor,1000.0
CONGRESSMAN GERRY CONNOLY,1000.0
GUS MICHAEL BILIRAKIS,1000.0
CONGRESSMAN EMMANUEL CLEAVER II,1000.0
Gabriel Vasquez,1000.0
"CONGRESSMAN DONALL M PAYNE, JR",1000.0
CONGRESSMAN DONALD NORCROSS,1000.0
CONGRESSMAN DONALD MCEACHIN,1000.0
CONGRESSMAN PATRICK SCHMIDT,1000.0
CONGRESSMAN DAVE JOYCE,1000.0
Friends of Dusty Johnson,1000.0
CONGRESSWOMAN ELISSA SLOTKIN,1000.0
Fighting for South Texas PAC,1000.0
Carolyn B. Maloney,1000.0
Congressmember Sharice Davids,1000.0
Carey For Congress,1000.0
Candidate Wesley Hunt,1000.0
Candidate Rusty Roberts (R-FL 7),1000.0
Darin McKay LaHood,1000.0
Candidate Katie Britt,1000.0
Congressmember Suzan DelBene,1000.0
Candidate Heather Mizeur,1000.0
Congressowman Doris Matsui,1000.0
Congresswoman Abigail SPANBERGER,1000.0
Congresswoman Abigail Spanberger,1000.0
CONGRESSWOMAN DEBBIE DINGELL,1000.0
Frank MrVan,1000.0
CONGRESSWOMN CINDY AXNE,1000.0
Congresswoman Ashley Hinson (IA),1000.0
CONGRESSWOMAN SYLVIA GARCIA,1000.0
Frederick Stephen Upton,1000.0
Darin LaHood-Abraham Lincoln PAC,1000.0
CONGRESSWOMAN MARY GAY SCANLON,1000.0
CONGRESSWOMAN MADELINE DEAN,1000.0
Friends Of Don Beyer,1000.0
CONGRESSWOMAN LISA BLUNT ROCHESTER,1000.0
Friends Of Jim Clyburn,1000.0
CONGRESSWOMAN LAURA UNDERWOOD,1000.0
CONGRESSWOMAN JENNIFER WEXTON,1000.0
Friends for Gregory Meeks,1000.0
Congresswoman Angela Craig,1000.0
"Carper, Tom",1000.0
"Garcia, Jesus",1000.0
CINDY HYDE-SMITH,1000.0
Brendon Boyle,1000.0
"Golden, Jared",1000.0
Brenden Boyle for Congress,1000.0
Brandon Michon for Virginia,1000.0
Bradley Schneider (D-IL),1000.0
Brad Finstad (R-MN),1000.0
Bracy for Congress,1000.0
"Bowman, Jamaal",1000.0
Grace F. Napolitano,1000.0
Graham Filler,1000.0
Bonnie Watson Coleman House NJ-12,1000.0
"Blumenthal, Richard; U.S. Senate",1000.0
Congresswoman Kathy Manning,1000.0
Brett Guthrie (R-KY),1000.0
Congresswoman LISA MCCLAIN,1000.0
Congresswoman Lauren Underwood,1000.0
Blaine Luetkmeyer,1000.0
Congresswoman Lisa Blunt Rochester,1000.0
Congresswoman Lisa McClain,1000.0
Greg Landsman (Candidate - OH 1st District),1000.0
Bishop for Congress,1000.0
Bill Huizenga for Congress,1000.0
"Greg Landsman, Candidate for U.S. House of Representatives",1000.0
"Bilirakis, Gus",1000.0
Congresswoman McCollum,1000.0
Dan Bishop For Congress,1000.0
Greg Steube For Congress,1000.0
Benjamin Cline,1000.0
Blue Dog Coalition PAC,1000.0
CONGRESSMAN ANDREW GARBARINO,1000.0
Brian Fitzpatrick House PA-1,1000.0
Brian Higgins (D-NY),1000.0
Congresswoman Elaine Luria Congresswoman Abigail Spanberger Congresswoman Jennifer Wexton,1000.0
CANDIDATE WILEY NICKEL,1000.0
CANDIDATE TAYLOR SAPPINGTON,1000.0
CANDIDATE STEVE IRWIN,1000.0
CANDIDATE HILLARY SCHOLTEN,1000.0
CANDIDATE GREG LANDSMAN,1000.0
CANDIDATE GREG CASAR,1000.0
CANDIDATE GABE VASQUEZ,1000.0
CANDIDATE ERIC LYNN,1000.0
CANDIDATE DORSEY RIDLEY,1000.0
CANDIDATE CHRIS DELUZIO,1000.0
C.A. Dutch Ruppersberger,1000.0
Congresswoman Grace Meng,1000.0
Congresswoman Jennifer Wexton,1000.0
"Burr, Richard",1000.0
Buck for Colorado,1000.0
Congresswoman Haley Stevens,1000.0
Congresswoman Jahana Hayes,1000.0
Bruce Westerman for Congress,1000.0
Brittany Pettersen - CO-3,1000.0
"Gilbert Villegas, Candidate for U.S. House of Representatives",1000.0
Bring America Together PAC,1000.0
Glen Ivey,1000.0
Brian schatz,1000.0
Glenn GT Thompson,1000.0
Brian Steil,1000.0
Glenn Ivy for Congress,1000.0
Brian Scatz,1000.0
Daniel Kildee,1000.0
"Carrick Flynn, US Candidate for US Congress",1000.0
Congressmember Michael McCaul,1000.0
Federation of Iowa Insurers PAC,1000.0
Congressman Ritchie Torres,1000.0
Congressman Darin Lahood,1000.0
Congressman Daniel Bishop,1000.0
Congressman Rob Wittman,1000.0
Doctor Oz,1000.0
Congressman Cliff Bentz,1000.0
Congressman Christopher Jacobs,1000.0
Congressman Chris Pappas,1000.0
Congressman CARLOS GIMENZ,1000.0
Don Bacon For Congress,1000.0
Congressman Brendan Boyle,1000.0
Congressman Bob GIBBS,1000.0
Congressman Bill Huizenga,1000.0
Congressman Don Young,1000.0
Congressman Ashley Hinson,1000.0
Donald Payne Jr House NJ-10,1000.0
Congressional Hispanic Caucus,1000.0
David McCormick,1000.0
Cong. Victoria Spartz,1000.0
Cong. Vicki Hartzler (R-MO),1000.0
Cong. Sam Graves (R-MO),1000.0
Cong. Sam Graves,1000.0
Cong. Ron Estes,1000.0
Cong. Mike Gallagher (R-WI),1000.0
Cong. Melanie Stansbury,1000.0
Cong. Marie Newman,1000.0
Cong. Marc Veasey,1000.0
Doug Lamalfa,1000.0
David P. Joyce,1000.0
Cong. Kurt Schrader,1000.0
Congressman Doug Lamalfa,1000.0
Congressman Douglas Lamborn,1000.0
Congressman MIKE BOST,1000.0
Deb Fischer U.S. Senator for Nebraska,1000.0
Del. Stacey Plaskett,1000.0
DelBene for Congress,1000.0
Deb Fischer For US Senate,1000.0
Congressman Lloyd Smucker,1000.0
Congressman Ken Calvert CA-42,1000.0
Congressman Kai Kahele,1000.0
Congressman Josh Harder,1000.0
Congressman Joseph Morelle,1000.0
Congressman Joseph Courtney,1000.0
Dean Heller,1000.0
Congressman John R. Carter,1000.0
Congressman Doug Lamborn,1000.0
Congressman Joe Morelle,1000.0
DeWine Husted for Ohio,1000.0
Congressman Jared Huffman,1000.0
Congressman James Lankford,1000.0
Democratic Party of Wisconsin,1000.0
"DeLauro, Rosa; U.S. House",1000.0
Congressman PETE STAUBER,1000.0
"Congressman Paul Gosar, DDS",1000.0
Congressman Garcia,1000.0
Congressman G. William Foster,1000.0
Congressman RICK LARSEN,1000.0
Congressman Raja Krishnamoorthi,1000.0
Congressman Emanuel Cleaver,1000.0
Congressman Dr. John Joyce,1000.0
Congressman Mike Gallagher (WI),1000.0
Cong. Kai Kahele (D-HI),1000.0
Cong. John Carter,1000.0
Cong. Jim Himes,1000.0
Congressmember Ashley Hinson,1000.0
Chris Jacobs,1000.0
"Equality PAC, Rep. Mark Takano and Rep. David Cicilline co-chairs",1000.0
Chief Justice Cheri Beasley,1000.0
Congressmember Doris Matsui,1000.0
Chaz Tedesco,1000.0
Congressmember Elaine Luria,1000.0
Congressmember Eric Swalwell,1000.0
Congressmember Greg Stanton,1000.0
Challenger Troy Carter,1000.0
Challenger Brad Frnstad,1000.0
Congressmember Gus Bilirakis,1000.0
"Eshoo, Anna G",1000.0
Congressmember Annie Kuster,1000.0
"Espaillat, Adriano",1000.0
Congressmember Jim Clyburn,1000.0
Castelli,1000.0
"Cassidy, William M",1000.0
FSPAC,1000.0
"Casey, Robert P. Jr.",1000.0
Darrin LaHood (R-IL),1000.0
Fair Lines America Foundation,1000.0
"Casey, Robert",1000.0
"Fallon, Patrick",1000.0
Families for James Lankford,1000.0
"Case, Edward",1000.0
Congressmember Madeline Dean,1000.0
Darren Soto for Congress,1000.0
"Estes, Ron",1000.0
Christian Nascimento,1000.0
Elvi Gray-Jackson,1000.0
Chuck Edwards for Congress,1000.0
Cong. Jerry Carl,1000.0
Dr. Annie Andrews,1000.0
Congressman Stephen Cohen,1000.0
Dr. Raul Ruiz,1000.0
Cong. David Joyce,1000.0
Cong. Chris Jacobs,1000.0
Cong. August Pfluger,1000.0
Cong. Ashley Hinson (R-IA),1000.0
Cong Mary Gay Scanlon,1000.0
Committee for a Democratic Future,1000.0
Dustin Roberts,1000.0
Colin Schmitt,1000.0
"Coleman, Bonnie",1000.0
"Cohen, Stephen IRA",1000.0
ERIC MATTHEW HAYHURST,1000.0
"Congressman Tim Ryan, candidate for the U.S. Senate",1000.0
Congressman Time Ryan,1000.0
Claudia Tenney (R-NY),1000.0
Ed markey,1000.0
Citizens to Elect Rick Larsen,1000.0
Citizen's to Elect Rick Larsen,1000.0
Congressman Troy Carter,1000.0
Cindy Axne For Congress,1000.0
Edward Case,1000.0
Chuy Garica,1000.0
Eleanor Norton,1000.0
Congressmember Angie Craig,1000.0
"David Brog, Candidate for U.S. House of Representatives",1000.0
Elise for Congress,1000.0
Ben Sasse,1000.0
Ben Krohmer (R-SD) - South Dakota state legislative race,1000.0
CONGRESSWOMAN SUZANNE BONAMICI,1000.0
Congressman Mark DeSaulnier,1000.0
Crumpacker for Congress OR-05,1000.0
Harriet Hageman,1000.0
Alma Shealey Adams,1000.0
"Hassan, Margaret Wood",1000.0
Hon. Jim Clyburn,1000.0
Alex Mooney for Congress,1000.0
Alaskans for Sullivan,1000.0
DEBORAH STABENOW,1000.0
Hon. Jeff Duncan,1000.0
Alan Cohn,1000.0
Al Gross,1000.0
BARBARA EVANS FLEISCHAUER,1000.0
Adriano Espaillat For Congress,1000.0
Honorable Yvette Herrell,1000.0
Adrian Smith for Congress,1000.0
DEBBIE LESKO,1000.0
Adrian Smith (R-NE),1000.0
"Amanda Adkins, Candidate for U.S. House of Representatives",1000.0
Harder for Congress,1000.0
Curtis For Congress,1000.0
Anderson Ferguson,1000.0
BOLD DEMOCRATS PAC,1000.0
Assm. Kevin A. Cahill (D),1000.0
Hon. Vicky Hartzler,1000.0
Gwen Moore,1000.0
Antonio Delgado,1000.0
Anna Eshoo For Congress,1000.0
Hon. Victoria Spartz,1000.0
Angela Dawn Craig,1000.0
Admanda Adkins,1000.0
HAWKEYE FUND,1000.0
DANIEL CRENSHAW,1000.0
Andrew Kim,1000.0
Hon. Ryan Zinke,1000.0
Andrew Harris,1000.0
DARREN MICHAEL SOTO,1000.0
BRIAN SCHATZ,1000.0
Andrew Garbarino (R-NY),1000.0
Andrew Gabarino,1000.0
Congresswoman SHARICE DAVIDS,1000.0
Hon. Gus Bilirakis,1000.0
BETH VAN DUYNE FOR CONGRESS,1000.0
Hon. Brian Steil,1000.0
APCIA PAC,1000.0
Congresswoman Rebecca Sherrill,1000.0
"Cornyn, John Sen",1000.0
DEREK KILMER,1000.0
"Herschel Walker, Candidate for US Congress",1000.0
Congresswoman Nydia Velazquez,1000.0
ANGELA DAWN CRAIG,1000.0
A. DONALD MCEACHIN,1000.0
Conor Lamb,1000.0
Herschel Walker for Senate,1000.0
Grothman for Congress,1000.0
Beatty McCollum,1000.0
ANDREW R. GARBARINO,1000.0
Abby Finkenauer,1000.0
Aaron Bean for Congress,1000.0
Congresswoman Yvette Herrell,1000.0
Hon. Dan Kildee,1000.0
ACLC LABOR COUNCIL,1000.0
"Correa, J. Luis",1000.0
Congresswoman Victoria Spartz,1000.0
"Beach-Ferrera, Jasmine",1000.0
AMODEI FOR NEVADA,1000.0
Crapo Victory Committee,1000.0
"Herrell, Stella Yvette",1000.0
Hon. Gilbert Villegas,1000.0
Fetterman for PA,1051.0
Alex Ruggiers,1075.0
Deb McGrath,1100.0
in-kind contribution of catering for dinner event honoring Maria Salazar,1100.0
Jonathan Logemann,1100.0
The Hon. Steny Hoyer,1100.0
Sen. Warnock,1100.0
"US Congressman Troy Carter (LA) - In-kind contribution Troy Carter for Congress PO Box 50730 New Orleans, LA 70150",1120.51
Representative Elissa Slotkin,1147.05
Rep. Gwen Moore (in Kind),1165.81
in-kind contribution of catering for dinner event honoring Bryan Steil,1188.09
Derrick Anderson,1200.0
Maura Healey,1200.0
Steve Chabot for Congress,1200.0
Rep. Jim Banks (R-IN),1200.0
Alaska Democratic Party,1200.0
Maverick PAC,1225.0
AFGE PAC,1235.0
Rep. Vicky Hartzler,1250.0
Congressman Tom Emmer,1250.0
Mike Johnson,1250.0
U.S. Representative Brett Guthrie,1250.0
Congressman Blaine Luetkemeyer,1250.0
Rep. Bishop,1250.0
Rep. August Pfluger,1250.0
Mayra Flores,1250.0
Kevin Mullin,1250.0
U.S. Representative Jodey Arrington,1250.0
Daniel Webster,1250.0
Jeff Jackson,1250.0
Chris Constant,1250.0
Congressman Steve Palazzo,1250.0
Vincente Gonzalez,1250.0
National Republican Senatorial Campaign,1250.0
American Association of Neurological Surgeons PAC (aka NeurosurgeryPAC),1250.0
Congresswoman Chrissy Houlahan,1250.0
Rep. Robin L. Kelly,1250.0
Tom Kean Jr.,1250.0
Congressman John Carter,1250.0
Congressman John Larson,1250.0
Congresswoman Nanette Barragan,1250.0
Justice Cheri Beasley,1250.0
The Honorable Diana DeGette,1250.0
The Honorable Mike Simpson,1250.0
Congresswoman Kim Schrier,1250.0
Rep. Richard Hudson (R-8th NC),1250.0
"Fyfe, Matt",1300.0
Robert Zimmerman,1300.0
Courtney for Congress,1300.0
Blair Milo,1300.0
Rep. Simpson,1300.0
dscc,1300.0
Heather Mizeur for Congress,1325.0
Congresswoman Madeleine Dean,1350.0
ITI PAC,1350.0
Bryce Reeves,1350.0
Tim Scott for Senate,1364.41
Lori Trahan (in kind),1369.78
"Cohen, Stephen",1500.0
John Curtis House UT-3,1500.0
Trust PAC,1500.0
Maloney For Congress,1500.0
Senate Candidate Lucas Kunce,1500.0
Congressman Anderson Ferguson,1500.0
Congressman Andre Carson,1500.0
Rep. Lauren Underwood,1500.0
SEN. DEBRA FISCHER,1500.0
Senator Ben Cardin,1500.0
Senator Bill Hagerty (R-TN),1500.0
Miller-Meeks For Congress,1500.0
Candidate Jonathan Logemann,1500.0
National Asphalt Pavement Association PAC,1500.0
The Honorable Peter Welch,1500.0
Cammack Donalds Meuser 2022 JFC,1500.0
Rep. Debbie Dingell (D-12th MI),1500.0
The Honorable Nicole Malliotakis,1500.0
Rep Gerry Connolly,1500.0
"Nadler, Jerrold",1500.0
Elect Dem Women,1500.0
Federal candidates supported by the Republican Party Committees,1500.0
Greg Meeks,1500.0
SEN. JOHN THUNE,1500.0
Congressman Troy Balderson,1500.0
Rep. Hank C. Johnson Jr.,1500.0
Mario Diaz Balart for Congress,1500.0
Joni Ernst,1500.0
Bill Huizenga (R-MI),1500.0
US Rep John Joyce,1500.0
Joseph D. Courtney,1500.0
Rep. Guy Ciarrocchi,1500.0
Bill Pascrell Jr.,1500.0
Rep. Anna Eshoo (D-CA-18),1500.0
Rep Gary Palmer,1500.0
U.S. Senator Todd Young,1500.0
Rounds for Senate,1500.0
Citizens to Elect Rick Larson,1500.0
Senator Daines,1500.0
