honoree_name,amount
Steve Daines for Congress,500.0
Steve Daines candidate for Montana,500.0
Jason Isaac,500.0
Susana Martinez for Governor,500.0
UMA Motorcoach Travel Political Action Committee,500.0
UNITE THE COUNTRY,500.0
James D Jordan (federal candidate),500.0
MICHAEL MERRIFIELD,500.0
Rep. Greg Gianforte  (R-AL-MT),500.0
Congressman Drew Ferguson (GA03),500.0
Congressman Duncan D Hunter,500.0
James Brown,500.0
"Jake Zimmerman, St. Louis County Assessor",500.0
Rep. Jaime Comer,500.0
Stephen Palazzo for Congress,500.0
Stephen M. Palazzo,500.0
Congressman Elaine Luria,500.0
Congressman Elect Bradley Bryne,500.0
Rep. Jaime Herrera Beutler (R-erd WA),500.0
Bill Hagerty for US Senate,500.0
Bill Hagerty candidate for US Senate (Tennessee),500.0
Phil Gingery MD,500.0
Jake Auchincloss; House MA-4,500.0
"Bill Hagerty
Team Hagerty",500.0
Susanne Bonamici,500.0
US Congressman Brendan Boyle,500.0
Congressman Blake Moore (R-UT),500.0
Congressman Ed markey,500.0
Congressman Diaz-Balart,500.0
"Bill Hagerty, Candidate for Tennessee Senate seat",500.0
James,500.0
Philip Cortez,500.0
"Philip Bredesen, Candidate",500.0
"James B. Francis, Jr.",500.0
"James B. ""Jim"" Renacci",500.0
Steve Braun for Congress,500.0
MICHELLE IRWIN,500.0
Steve Adams for Congress,500.0
Rep. Jacky Rosen (Candidate for Senate),500.0
Rep. Jacky Rosen; Rep. Krysten Sinema,500.0
Rep. Jacob Auchincloss (D-MA 4th),500.0
"James ""Jim"" Renacci",500.0
"James ""Jim"" Clyburn",500.0
Bill Haggerty for US Senate,500.0
"US Congressional Candidates in Pennsylvania, Madeleine Dean, Mary Gay Scanlon, Chrissy Houlahan, Susan Wild",500.0
Stephen Yates,500.0
Congressman Ed Royce (R-CA),500.0
Bill Golderer,500.0
Bill Leiner,500.0
Congressman Devin Nunes and Congressman George Holding,500.0
James McGovern Committee,500.0
Steve Scalise VIA Scalise for Congress,500.0
"James Mattis, Nikki Haley",500.0
Rep. Greg Murphy (R-NC-03),500.0
Rep. Holli A. Sullivan,500.0
Planned Parenthood Action Fund PAC,500.0
President Biden,500.0
Steve Scalice,500.0
Rep. Holly Merrill Raschein,500.0
Rep. Holmes Norton,500.0
Steve Russell  2017 Year,500.0
Plaintiff Class Roeder et al v. Iran,500.0
Steve Pemberton,500.0
Pitts PAC,500.0
James M. Hoops,500.0
Congressman Dave Young,500.0
James McNeely,500.0
Congressman Dave Shuster,500.0
Rep. Heather Fitzenhagen,500.0
Rep. Hebry Cuellar,500.0
Rep. Heck,500.0
U.S. Senator Tom Coburn,500.0
Bill Seitz,500.0
Rep. Henry (Hank) Johnson,500.0
U.S. Senator Van Hollen,500.0
Bill Schuette for Attorney General,500.0
U.S. Senator John Kennedy (R-LA),500.0
Steve Shuh,500.0
Susan Reidel,500.0
Susan Turnbull,500.0
Steve Shabot,500.0
Rep. Henry Johnson Jr,500.0
James Michael Bowers,500.0
U.S. Senator and Presidential Candidate Rick Santorum,500.0
MICHAEL COPE,500.0
Rep. Howard McKeon,500.0
Rep. Hubert Vo,500.0
Steve Israel (D-NY),500.0
U.S. congressional candidate Paul Davis,500.0
Congressman Denny Hock,500.0
Susan Wright for Congress,500.0
Congressman Dent,500.0
"Susan Wright, Candidate for US Congress",500.0
"Steve Irwin, Candidate for U.S. House of Representatives",500.0
Congressman Denver Riggleman's re-election campaign fund,500.0
Congressman Derek Kilmer (WA),500.0
Congressman Deutch,500.0
U.S. Senator James Lankford (Oklahoma),500.0
U.S. representative Diana DeGette,500.0
Rep. J. Bergman,500.0
MICHAEL GALBRAITH,500.0
Bill McGovern,500.0
Rep. Ileana Ros-Lehtinten,500.0
Congressman Devin Nunes; in-kind contribution - 5 boxes of cigars,500.0
Rep. Ileana Ros-Lehtinen (R-FL),500.0
Congressman Defazio,500.0
Congressman David Nunes,500.0
Rep. Huizenga (R-MI),500.0
MICHAEL D. LEE,500.0
Rep. Greg Meeks (D-NY),500.0
Congressman Bobby Rush (D-IL),500.0
James Jr Sensenbrenner,500.0
U.S. Senatorial Candidate Gabriel Gomez,500.0
Steve King (IA),500.0
Piryx,500.0
Bill Owen,500.0
Congressman David Valdao,500.0
Pino,500.0
Congressman David Young Campaign,500.0
James Hughes,500.0
Susan Wright (candidate for TX-6th),500.0
James Hines,500.0
US Senator Dean Heller,500.0
"Bernstine, Aaron",500.0
Congressman Jimmy Duncan (TN),500.0
Congressman Austin Scott (GA),500.0
Paul Ryan and Jeff Fortenberry,500.0
US Rep. Stephanie Murphy,500.0
"Beasley, Chaz",500.0
Congressman Peterson,500.0
"Inhofe, James M",500.0
Blue Hen Pac,500.0
Rep. Kenny Marchant (TX),500.0
Congressman August Pfluger (TX),500.0
Congressman R. Krishnamoothi,500.0
Senator Susan Collins (Non-Monetary Contribution),500.0
Inhofe Campaign,500.0
Paul Ryan - NRCC,500.0
Senator Steve Scalise,500.0
Senator Susan Collins (R-Maine),500.0
US Rep. Scott Fitzgerald,500.0
InnovationPAC,500.0
Senator Tammy baldwin,500.0
Becky Carney for NC State House,500.0
Rep. Keith Rothfus (R-PA),500.0
Congressman Pete Olsen,500.0
Interfaith Alliance,500.0
Congressman Pete Olson (TX-22),500.0
Mainstream Colorado,500.0
Rep. Ken Buck (R-CO 4th),500.0
Congressman Pete Sessions (TX),500.0
US Rep. Rosa DeLauro,500.0
Congressman Pete for Congress,500.0
Becchi for Congress/Rosemary Becci,500.0
Rep. Ken Calvert of California,500.0
"Paul Ryan, National Republican Congressional Committee",500.0
U.S. Senator Bob Casey (D-PA),500.0
Senator Ted Cochran (R-Mississippi),500.0
Senator Steve Daines - Joint Fundraising Committee,500.0
Becky Miller,500.0
US Rep. Taylor Keeney,500.0
Senator Smith,500.0
Senator Shelly Moore Capito (R),500.0
Rep. Kevin L Boyce,500.0
Rep. Kevin Matthews,500.0
US Representative Angie Craig,500.0
"Senator Shelley Moore Capito, Senator Susan Collins, Senator Joni Ernst, Senator Deb Fischer, Sen. Lisa Murkowski",500.0
MAVERICK PAC,500.0
Indiana House Republican Campaign Committee,500.0
Senator Sheldon Whitehouse PAC,500.0
US Representative Chrissy Houlahan,500.0
Paul Labrador,500.0
"Senator Shaheen, Amy McGrath",500.0
Congressman Ashford,500.0
Barry Loudermilk for Congress,500.0
Jay Roberson,500.0
Blue Victory Fund,500.0
Rep. Kevin Hern (OK),500.0
U.S. Senator Angus King (I-ME),500.0
Congressman August Pfluger (R-TX),500.0
Senator Sherwood Brown,500.0
Baugh for Congress,500.0
Senator Sherrod brown,500.0
"Rep. Kevin Brady (TX-08)
Chairman of the House Ways and Means Committee",500.0
Battleground Senate Victory 2016,500.0
Congressman Randy Weber Campaign,500.0
Indiana Senate Majority Campaign Committee,500.0
Congressman Raskin,500.0
Congressman Ratcliffe,500.0
Indiana Senate Democrat Committee,500.0
"Rep. Kevin Brady, Rep. David Schweikert",500.0
Congressman Raul Grajalva,500.0
Senator Sherrod Brown and Ohio Democratic Party,500.0
Rep. Kevin Cramer (ND),500.0
"Rep. Kevin Cramer (R-ND), Candidate for U.S. Senate",500.0
Sen. Richard Burr (R-OK),500.0
Congressman Paulsen,500.0
US Rep. Pete DeFazio,500.0
"US Rep. Neal Dunn, MD (FL-02)",500.0
Senator Vin Gopal,500.0
Rep. Karen Handel (R-GA-6),500.0
Rep. Katherine Clark (D-MA 5th),500.0
"Senator Toomey, Chair of PAC",500.0
Senator Tony Vargas,500.0
Senator Tommy Tubberville,500.0
Congressman Mulvaney,500.0
Isadoor Hall,500.0
Ben Cline (R-Candidate for 6th VA),500.0
Isaakson for Senate,500.0
"Maggie Hassan, Tammy Duckworth",500.0
Senator Tom Tills (R-NC),500.0
Congressman Nunes,500.0
"Irving Halter, Jr.",500.0
Senator Tom Udall (NM),500.0
Isidore Hall,500.0
Congressman Moulten,500.0
Pea Marquez Peterson,500.0
U.S. Senator Bob Corker (R-TN),500.0
Congressman Mike Rounds,500.0
Congressman Mike Sherrill,500.0
MAYNE,500.0
Senator john Boozman,500.0
"J Crow, D Feehan, J Kopser, D McCready, M Sherrill, C Houlahan, A McGrath, G Cisneros, J Golden, B Kelly, C Lamb, S Moulton, G Ortiz Jones, M Rose, E Slotkin, M Sullivan, MJ Hegar, A Spanberger, et al",500.0
Senator graham,500.0
Congressman Mike Turner (R-OH),500.0
Congressman Mikie Sherrill,500.0
Congressman Miller,500.0
Ben Frederick,500.0
"Ben Diamond, Candidate for U.S. House of Representatives",500.0
Issa for Congress recount fund,500.0
Issa (R-CA),500.0
Peace Through Strength,500.0
Congressman Nydia Velazques,500.0
Rep. Kathleen Clyde,500.0
Senator Tom Senate,500.0
Congressman Panetta,500.0
Senator Timothy Eugene Scott (R),500.0
US Rep. McBath,500.0
Pavlov for Congress,500.0
Iowa Radiological Society,500.0
Iowa Insurance Institute PAC,500.0
US Rep. Mia Love,500.0
Senator Tim Scott and Senator Benasse,500.0
Iowa Grassroots Victory,500.0
Iowa GOP,500.0
"Beiser, Daniel",500.0
Congressman Paul Mitchell (R-MI),500.0
Main Street Women PAC (Women2Women PAC),500.0
"Congressman Paul Ryan (R, WI)",500.0
Begich and Udall,500.0
US Rep. Neal Dunn (FL-2),500.0
Mai-Khanh Tran,500.0
Senator Schumer (D-NY),500.0
Iowa Republican Party,500.0
Belleville Illinios Candidates,500.0
US Rep. Kyrsten Sinema,500.0
Sweeney For Senate,500.0
"Senator Tom Carper, Senator Sheldon Whitehouse, Representative Jared Huffman",500.0
Maggies List,500.0
Ben Bullock,500.0
US Rep. Lori Trahan,500.0
Congressman Pater Roskam,500.0
"Mahan, Kevin",500.0
Iowans For Mary Ann Hanusa,500.0
Iowa US Senate Candidate Theresa Greenfield,500.0
Iowa State Senator Ashley Hinson,500.0
"Bellock, Patricia",500.0
"Congressman Patrick McHenry (R,NC)",500.0
Mai Tran,500.0
Iowa Senate Candidate David Young,500.0
Belinda Edwards,500.0
"Senator Saxby Chambliss, Senator Richard Burr",500.0
US Representative Elisa Slotkin,500.0
US Representative Eric Swalwell,500.0
US Senate Candidate Kevin Cramer (R-ND),500.0
US Senate Candidate Martha McSally (R-AZ),500.0
Senator Patti Patti Murray,500.0
"Manley, Natalie",500.0
Rep. Kevin mcCarthy,500.0
"Barbara Bollier (D-KS), Candidate for US Senate",500.0
"Barbara Boxer, Barbara Mikulski, Harry Reid, Lois Capps, John Carney, Donna Edwards, Sam Farr, Michael Fitzpatrick, Chris Gibson, Ruben Hinojosa, Steve Israel, Jim McDermott, Charles Rangel,Mark Takai",500.0
Congressman Andy Levin (MI-09),500.0
US Senate Candidate Rick Scott (R-FL),500.0
Jean Schmidt,500.0
US Senate Candidate Steve Bullock,500.0
US Senate Candidate Steve Bullock (MT),500.0
Barbara  Congress,500.0
US Senate Candidate Theresa Greefield,500.0
"Patrick Toomey, Friends of Patrick Toomey",500.0
US Senate Candidate John Hickenlooper,500.0
Manga Anantatmula,500.0
Congressman Rush,500.0
Senator Raphael Warnock for Senate,500.0
Patty Kim,500.0
Jean Enright Campaign,500.0
Barbara Fleischauer,500.0
Congressman Rosita,500.0
Patriot COAL Political Action Committee,500.0
US Sen. Rev Raphel Warnock,500.0
"Senator RObert P. Casey, Jr.",500.0
Patrick murphy,500.0
US Sen. Roy Blunt,500.0
Congressman Ruben Marinelarena Gallego,500.0
Congressman Rubin Gallego,500.0
Mandela Barnes for U.S. Senate,500.0
Senator Perdue & Senator Loeffler,500.0
Congressman Brendan Boyle (PA),500.0
Senator Patrick Leahy Leadership,500.0
US Senate Candidate Theresa Greenfield (IA),500.0
US Senate Jeanne Shaheen,500.0
Patrick Thomas McHenry,500.0
"Rep. George Joseph ""Mike"" Kelly, Jr.",500.0
Patrick Murphy for US Senate,500.0
Senator Orrin Hatch - Utah,500.0
"TARANTELLA, Thomas",500.0
Jeanne Supin,500.0
Congressman Scott Perry (PA),500.0
"US Senator Chris Van Hollen
US Senate Candidate Theresa Greenfield",500.0
Patrick Murphy D-FL,500.0
US Senator Cornyn,500.0
U.S. Senate Candidate Mandela Barnes,500.0
"Baker, Tom",500.0
US Senator Cory Garder,500.0
Baker,500.0
Marc Friedenberg,500.0
Congressman Scott Tipton Campaing,500.0
"Patrick Murphy, Candidate for U.S. Senate in Florida",500.0
"Jean Elizabeth Manes, U.S. Ambassador to El Salvador",500.0
"Patrick Murphy, Candidate for US Senate",500.0
"US Senator Angus King, Independent, Maine, Incumbent",500.0
Bara Sears,500.0
Congressman Sanford Bishop (GA-02),500.0
Mano Raju,500.0
Senator Pat T0omey,500.0
Rep. George Kenneth Butterfield Jr,500.0
US Senate candidate Josh Hawley from Missouri,500.0
Senator Pat Robert and Senator Debbie Stabenow,500.0
US Senate candidate Mike Espy,500.0
US Senate candidate Tammy Baldwin (IL),500.0
Congressman Schuster,500.0
Congressman Schweikert,500.0
Patrick Murpy,500.0
US Senator Al Fanken,500.0
"US Senator Angus King, Independent, Maine,
Incumbent",500.0
"Patrick Murphy, D-FL",500.0
Senator Partick Leahy,500.0
Rep. K. Michael Conaway (TX-11),500.0
Congressman Ronald D. Desantis,500.0
Barbara L'italien,500.0
Congressman Robert A Brady,500.0
Making Americans Prosperous PAC,500.0
Senator Romney,500.0
Barr for Congress,500.0
Paul Davis for Congress,500.0
Paul D. Workman,500.0
US Representative Patrick Meehan,500.0
Making Business Excel Political Action Committee (affiliate: Sen. Mike Enzi),500.0
U.S. Senate Republican nominee Patrick Morrisey (WV),500.0
"Paul Broun, Candidate",500.0
US Sen Bob Casey,500.0
Paul Brodeur,500.0
Senator Robert Ortt,500.0
Senator Robert MenAndez,500.0
US Representative Young Kim,500.0
US Representative Pat Tiberi,500.0
Paul E. Miller,500.0
Paul Feeney,500.0
Congressman Richmond,500.0
US Representative Hakeem Jeffries,500.0
US Representative Jim Clyburn,500.0
Barrigan for Congress,500.0
Congressman Rick Larsen (WA-2),500.0
Make America Prosperous PAC (Kevin Brady Honorary Chairman),500.0
US Representative John Culberson,500.0
Paul Fermo,500.0
"Senator Ronald ""Lee"" Wyden",500.0
Congressman Rob BIshop,500.0
US Representative Maxine Waters,500.0
Senator Ron Wydon,500.0
Congressman Rob Bishop-UT,500.0
Barrasso Scott,500.0
U.S. Senate candidate Herschel Walker,500.0
Paul Babeu For Congress,500.0
MATTHEW A. CARTWRIGHT (PA),500.0
US Sen John Cornyn,500.0
Senator Rob Wyden,500.0
Malloy,500.0
US Sen Ron Johnson,500.0
"Patty Murray, Lynn Jenkins",500.0
US Sen Roy Blunt,500.0
"Jazz Lewis, Candidate for US Congress, Maryland",500.0
US Sen Susan Collins,500.0
Senator Richard Blumenthal campaign,500.0
US Sen john Hoeven,500.0
Barbara Lewis,500.0
Senator Rich Wardner,500.0
U.S. Senate Candidiate Jason Kander,500.0
Congressman Ron Kind for Congress,500.0
Barbara Lee and Joe Neguse,500.0
Congressman Ron Wright (R-TX-6),500.0
Barbara LItalien,500.0
Barbara Sharief,500.0
Senator Ray Holmberg,500.0
Senator Richard D. Blumenthal,500.0
Congressman Roger Williams (R-TX),500.0
Bluegrass Committee PAC,500.0
"Barker, Jeff",500.0
Congressman Rodney  Davis,500.0
Barker,500.0
US Sen Kelly Ayotte,500.0
US Sen Lamar Alexander,500.0
Rep. Kevin Yoder (KS-3),500.0
Congressman Rodney Davis (R-IL),500.0
MATT REEL,500.0
Malek For Congress,500.0
"Patty Murray, U.S. Senate",500.0
US Sen Richard Burr,500.0
Rep. Kevin Yoder (Refund),500.0
US Sen Rob Portman,500.0
"Senator Richard Durbin, Illinois",500.0
Barbara Sharief for Mayor of Broward County,500.0
JOHN MORGANELLI,500.0
Congressman Mike Rogers (R-MI),500.0
Senator sasse,500.0
Personal PAC,500.0
Jason SMith,500.0
Shawn Fluharty,500.0
"Perry, Keith",500.0
Shaun Brown for Virginia,500.0
Rep. John Curtis (R-UT 03),500.0
Congressman Kai Kaele,500.0
Shaughnessy for Congress,500.0
Perlmutter for House of Reps.,500.0
"Sharon Brrome, Louisiana State Senate District 015",500.0
"Sharon Broome, Louisiana State Senate District 015",500.0
Congressman Kenny Merchant,500.0
Rep. John Fasso,500.0
JGerlach,500.0
Rep. John Curtis (R-UT),500.0
Rep. John Burris,500.0
"Rep. John Boehner, Sen. Rob Portman",500.0
"Sheffield, Horace",500.0
Congressman Jose M. Serrano,500.0
Sheli Yoder,500.0
US Rep. Angie Craig,500.0
"Sheldon Whitehouse, II.",500.0
Sheldon Whitehouse's Oceans PAC,500.0
Sheldon Whitehouse via Whitehouse for Senate,500.0
Sheldon Whitehouse for US Senate,500.0
Pete A. Stauber,500.0
Sheldon Neely,500.0
Shelden Whitehouse,500.0
Rep. John Barrow (D),500.0
Pet Sessions,500.0
JIm Bognet,500.0
Sheila Bynum-Carter,500.0
Benjamin Sasse E.,500.0
"Sharice Davids, Candidate for US Congress (KS-03)",500.0
JOE CANESTRARO,500.0
Shannon for Senate,500.0
US Rep. Cedric Richmond,500.0
Congressman Kline,500.0
Congressman Krishnamoorthi,500.0
Congressman Bill Flores (R-TX),500.0
Suzanna Aguilera - Marrero,500.0
Rep. Glenn W. THompson,500.0
Congressman Kurt Schrader (OR-5),500.0
Congressman King,500.0
Congressman Kweisi Mfume (D-MD),500.0
JENNIFER WEXTON (VA),500.0
JENNIFER JEFFRIES,500.0
Rep. John Larson (D-CN),500.0
Rep. John Larson (D-CT-1),500.0
Congressman Lamar Smith (R-TX),500.0
JENNIFER BOYSKO FOR DELEGATE,500.0
Congressman Kwesi Mfume,500.0
Congressman Kilmer,500.0
MacKenzie for Congress,500.0
Congressman Kevin Yoder; in-kind contribution - 5 boxes of cigars,500.0
"Congressman Kevin Brady, 8th District Texas",500.0
"Perdue for Senate, Georgians for Kelly Loeffler, and National Republican Senatorial Committee",500.0
Perdue for Senate run-off,500.0
Shannon Dubberly,500.0
People's Voice for PAC,500.0
JESSICA EHRLICH,500.0
Suzann Delbene,500.0
Presidential Candidate MT Governor Steve Bullock,500.0
JESSE JENSEN,500.0
MacArthur for Congress,500.0
Shane Osbourne,500.0
"Shane Osborne, candidate for NE Senate.",500.0
Rep. John Katco,500.0
US Rep. Debbie Wasserman Schultz,500.0
Congressman Kevin Yoder (R-KS),500.0
US Rep. Carlos Curbelo (R-FL),500.0
Shelley Moore Capito - Candidate of U.S. Senate,500.0
US Rep. Ami Bera,500.0
Shelley-Moore Capito,500.0
Congressman Joe Wisom,500.0
JOHN D. ROACH,500.0
US Rep Michael McCaul,500.0
"Simrill, J. Gary",500.0
"Simpson, Wilton",500.0
"Congressman John ""Tom"" Graves",500.0
Rep. Jim Renacci (R-16 OH),500.0
Siegrist for Iowa House,500.0
JOHN CAMP,500.0
Pete Roskam for Congress,500.0
Congressman John Cline,500.0
Rep. Jodey Arrington (R-TX-19),500.0
Rep. Jodie Laubenberg,500.0
"Shore Pac, Congressman Frank Pallone",500.0
Rep. Jm McGovern,500.0
US Rep Mac Thornberry,500.0
Rep. Jim Murphy,500.0
Sixkiller for Seattle,500.0
"Rep. Jim Gerlach

(a refund of this contribution was requested on or about January 7, 2014)",500.0
"Rep. Jim Gerlach

(this contribution was refunded on or about January 24, 2014)",500.0
Rep. Jim Gerlach (R-PA),500.0
Rep. Jim Hagedon,500.0
"Smith, Mark",500.0
Rep. Jim Hagedorn (R-MN),500.0
Congressman Jodie Hice,500.0
Congressman Joe Barton Campaign,500.0
JOHN JOYCE FOR CONGRESS,500.0
Rep. Jim Langevin and Democratic members of the House and Senate,500.0
US Rep Luke Messer,500.0
Congressman Bill J. Pascrell,500.0
Bernie Moreno,500.0
JOHN H. JR. EICHELBERGER,500.0
Skinner,500.0
JOHN AMARI,500.0
US Rep Rodney Frelinghuysen,500.0
Shimkus for Congress,500.0
JOHN  LARSON,500.0
Congressman John Mica (R-FL),500.0
Jason Ross for Congress,500.0
Congressman John Molenaar,500.0
US Rep Suzan DelBene,500.0
MOULTON LEADERSHIP FUND,500.0
Pete Ampe,500.0
"Bennet for Colorado, Blumenthal for Connecticut, and People for Patty Murray",500.0
JOE LEIBHAM  R-WI-6,500.0
Shelly Moore Capito for Senate,500.0
Rep. Joe Kennedy  (D-4-MA),500.0
Rep. Joe Kennedy (D-4-MA),500.0
"Congressman John Rutherford 
4th District of Florida
Republican",500.0
Shelly Hendrix Exploratory Committee,500.0
Shelli Yoder for Congress,500.0
Rep. Joe Kennedy (MA-4),500.0
Blue Dog PAC -- multi candidate,500.0
JENNIFER BOYSKO,500.0
Sheriff Lou Sacco,500.0
US Rep Sheila Jackson Lee,500.0
JOEY TAYLOR,500.0
Congressman John J. Duncan (R-TN),500.0
Pete Gallegos,500.0
Suzane DelBene,500.0
Pete Gallego Campaign,500.0
Sherrod Brown (Friends of Sherrod Brown),500.0
"Congressman John Katko, NY",500.0
MORGAN,500.0
JOE SZPARA,500.0
Sherrie Miday,500.0
Sherri Wong,500.0
Congressman John Kline (donation to the John Kline Portrait Fund upon his announced retirement),500.0
JOE SHAFFER,500.0
Congressman John L. Ratcliffe,500.0
US Rep Sean Duffy,500.0
Rep. Joe Heck (R-NV) Senate Committee,500.0
Rep. John Larson (D-NJ),500.0
JENKINS FOR CONGRESS,500.0
Congressman Lanborn,500.0
US Rep. Jahana Hayes,500.0
Rep. Joseph Kennedy III and Democratic candidates for U.S. House and Senate,500.0
Madison Cawthorne,500.0
Congressman Michael Bennet,500.0
Rep. Joseph P. Kennedy III (MA-04),500.0
Madison Gesiotto Gilbert,500.0
"Senators Susan Collins, Shelley Capito, and Deb Fischer",500.0
US Rep. Jason Chaffetz,500.0
Congressman Michael Cloud (R-TX),500.0
Congressman Michael E. Caapuano,500.0
Pressler for Senate,500.0
U.S. Senator Chris Coons and democratic U.S. Senators,500.0
JAMES BROWN,500.0
US Rep. Jim Jordan,500.0
Jason White,500.0
Senators Tester and Heitkamp,500.0
US Rep. Jacky Rosen,500.0
"Senators Tom Carper, Maria Cantwell, Ed Markey, Jeff Merkley; Representatives Jared Huffman, Niki Tsongas, Ruben Gallego, Raul Grijalva.",500.0
Congressman Marsha Blackburn (R),500.0
"Congressman Marsha Blackburn,

Under the Contributor Name, I am unable to remove the ""self"" and fill in any other name. My wife, Tara Christensen actually made this contribution.",500.0
Congressman Marshall,500.0
Ben Salagno,500.0
Congressman Marv Thornerry,500.0
Sens. Amy Klobuchar and Tina Smith,500.0
Ben RayLujan for Congress,500.0
Rep. Jordan A. Harris,500.0
Rep. Jose Felix Diaz,500.0
JAMES MCNEELY,500.0
JAMES MACKLER FOR US SENATE,500.0
Congressman Meehan,500.0
Senatory Clinton,500.0
"MCALEER, DONNA",500.0
Congressman Meuser,500.0
US Rep. Jimmy Gomez,500.0
Senators Hoeven and Cramer; Rep. Armstrong,500.0
US Rep. Jimmy Panetta,500.0
Ben R. Lugan,500.0
JACK CERA FOR STATE REPRESENTATIVE,500.0
Senator-elect Marsha Blackburn (R-TN),500.0
Congressman Mike Doyle (PA-18),500.0
Ben Lujuan,500.0
Rep. Julianne Fahey,500.0
Congressman Mike Gallgher,500.0
"Maffei, Daniel Benjamin Mr.",500.0
Senator-Elect Mike Rounds,500.0
J.C. SEAN FEUCHT,500.0
Rep. Jummy Panetta,500.0
Rep. Giovanni Capriglione,500.0
Maggie '14,500.0
Maggie For NH,500.0
"Congressman Mike Michaud, Candidate for Governor of Maine",500.0
Senator tom Udall,500.0
US Rep. John Katko (NY),500.0
"Sens. Barbara Boxer, Barbara Mikulski, Harry Reid; Reps. Lois Capps, John Carney, Donna Edwards, Sam Farr, Michael Fitzpatrick, Chris Gibson, Ruben Hinojosa, Steve Israel, Jim McDermott,Charles Rangel",500.0
Senator-elect Tammy Duckworth,500.0
Rep. Judy Chu for Congress,500.0
"Suzi Voyles, Candidate for U.S. House of Representatives",500.0
Congressman Michelle Fishbach,500.0
Maffei for Congress,500.0
Rep. Joyce Beatty (D-OH 3rd),500.0
Senators Amy Klobuchar and Tina Smith,500.0
U.S. Senator Brian Shatz,500.0
Senatorial Candidate Terri Lynn Land (MI),500.0
Pedro Celis for Congress,500.0
Senatorial Candidate John James,500.0
Senatorial Candidate Jason Lewis,500.0
Rep. Joyrce,500.0
SenatorKay Hagan,500.0
Senator. Tim Kaine,500.0
U.S. Senator Bob Menendez (NJ),500.0
Senator. Claire McCaskill,500.0
Congressman Mike Coffman (CO-6),500.0
Senator mary landrieu,500.0
Congressman Marlin Sutzman,500.0
Congressman Marlin Stuntzman,500.0
JEFF ELDRIDGE,500.0
JEFF ELDGRIDGE,500.0
Congressman Bill  Pascrell,500.0
Mack Butler,500.0
Service First Women's Victory Fund!,500.0
"Jason Smith,Candidate for Congress, 8th Missouri",500.0
Rep. John R. Carter (R-31st TX),500.0
Rep. John Raney,500.0
Congressman Lori Trahan,500.0
Service First PAC,500.0
Mack Butler for State House Legislature,500.0
Suzanne Bonamicci,500.0
Ben Sasse for US Senate Support for Luncheon for Ben Sasse,500.0
Sentor Thune,500.0
Suzanne Bonami,500.0
Mace for Congress,500.0
"Rep. John Moolenaar, MC",500.0
"Rep. John Moolenaar, M.C.",500.0
Rep. Glenn Thompson [PA],500.0
Rep. John M. Shimkus (R-15 IL),500.0
Congressman Langevin,500.0
"Setzler, Nikki",500.0
Congressman Larry Bucshorn,500.0
"Setzer, Mitchell",500.0
Congressman Latham,500.0
Rep. John Meadows,500.0
"Seth Moulton, Candidate, U.S. House",500.0
JEFFERY DONOHUE,500.0
JEFFERSON MILLER,500.0
"Congressman Lee Zeldin, Congressman Peter King, Congressman Dan Donovan, Congressman Chris Gibson, Congresswoman Elise Stefanik, Congressman Tom Reed, Congressman John Katko, Congressman Chris Collins",500.0
Congressman Leonard LAnce,500.0
JEFF ROORDA,500.0
JEFF PARKER,500.0
Sentor Rob Portman,500.0
Rep. John Rutherford of Florida,500.0
Sentor Lindsey Graham,500.0
JD Sheffield,500.0
"Rep. John Thomas ""Tom"" Graves",500.0
Congressman Mark Green - TN,500.0
Rep. John Thomas Graves (R-GA),500.0
Pennsylvania Radiological Society,500.0
Congressman Mark Mullin,500.0
JASON LENTS,500.0
JARROD JACKSON,500.0
Rep. John Tobia,500.0
"Sens. Joe Donnelly, Heidi Heitkamp, Joe Manchin, Claire McCaskill, Bill Nelson, John Tester",500.0
Rep. John Wood,500.0
Rep. John Yarmuth (D-3rd KY),500.0
Pennsylvania Democratic Party Federal Account,500.0
Presidential Candidate Pete Buttigieg,500.0
Pennsylvania AFL-CIO Cope,500.0
"Sens. Booker, Boxer, Udall, Whitehouse; Reps. Beyer, Grijalva, McCollum, Tsongas.",500.0
Rep. John T. Enns,500.0
Presidential Candidate Rep. John Delaney,500.0
Ben Sasse (Sen. - NE),500.0
Ben Sasse For U.S. Senate,500.0
Sensible American Solutions for Everyone,500.0
Ben Sasse for Senate,500.0
Jason Stephens,500.0
Sensible American Solutions Supporting Everyone,500.0
Rep. John Shimkus (IL-19),500.0
Mad4PA,500.0
Suzanne Bonamici (OR),500.0
Rep. John Shimkus [IL],500.0
Sensenbrenner for Congress,500.0
Congressman Marc Veasey  (TX-33),500.0
JAY NOTARIANNI,500.0
Sens. Tina Smith and Amy Klobuchar,500.0
Congressman Mario Diaz-Balart (FL-25),500.0
Congressman Mario-Diaz Balart,500.0
"Sens. Richard Blumenthal, Maggie Hassan, Chris Van Hollen",500.0
Rep. John Szoka,500.0
US Senate Candidate Cal Cunningham (NC),500.0
Congressman Rothfus,500.0
DAVE PERRY,500.0
friends of kelly ayotte,500.0
friends of roy cho,500.0
Dr. Daniel Gade,500.0
friends of todd young,500.0
Dr. Dunn,500.0
fundraiser for Congressman Sam Johnson,500.0
Dr. Greg Murphy for Congress,500.0
Ryan,500.0
Dr. Hans Keirstead,500.0
Michelle Woodhouse,500.0
